ID,Sex,Age,Address,Family_size,Parent_cohabitation_status,Mother_education_level ,Father_education_level,Mother_job,Father_job,Guardian,Traveltime,Studytime,Failures,School_support,Family_support,Parent_aid,Activities,Nursery_attend,Access_internet,In_Romantic_relationship,Family_relative,Freetime,Goout,Health,Absences,State,Race,Math_score,Reading_score,Writing_score,Attendance_rate,Suspensions,Expulsions,Teacher_support,Counseling,Social_worker_visits,Parental_involvement
ID-4985,Male,19,Rural,greater than 3,Apart,primary (5th-9th grade),primary (5th-9th grade),other,other,mother,4,3,4,yes,no,no,no,yes,yes,yes,3,2,1,excellent,93,Florida,Hispanic,21,53,100,94.17,0,1,no,yes,0,medium
ID-2474,Male,17,Rural,greater than 3,Together,primary (4th grade),secondary,teacher,teacher,mother,2,4,2,no,yes,yes,yes,yes,yes,no,4,5,1,peak,67,Texas,White,63,17,56,99.23,1,0,no,yes,2,high
ID-3412,Male,18,Rural,greater than 3,Apart,secondary,secondary,at_home,health,father,4,1,4,no,no,yes,no,yes,yes,no,4,4,5,fair,38,Texas,African American,12,68,45,71.35,3,1,no,yes,0,low
ID-24,Male,19,Rural,greater than 3,Together,higher education,secondary,health,other,father,3,2,4,yes,yes,no,yes,yes,no,yes,3,5,5,good,62,California,African American,43,58,43,98.52,1,0,yes,yes,4,medium
ID-3021,Male,19,Rural,greater than 3,Together,none,higher education,teacher,teacher,father,3,3,4,yes,no,no,no,no,no,yes,2,2,3,excellent,22,Texas,Other,84,43,75,80.09,0,1,no,yes,3,low
ID-3483,Male,17,Rural,greater than 3,Apart,secondary,higher education,services,health,other,4,3,4,no,yes,yes,no,no,no,yes,4,5,5,poor,44,Texas,Other,46,95,100,74.75,1,1,no,yes,3,high
ID-3937,Male,17,Rural,greater than 3,Together,higher education,primary (5th-9th grade),health,other,father,3,4,4,yes,no,no,yes,yes,yes,yes,5,1,4,excellent,1,Texas,White,84,48,9,94.71,1,0,yes,no,1,low
ID-4074,Male,16,Rural,greater than 3,Apart,secondary,secondary,at_home,health,other,1,1,4,no,no,no,no,no,no,no,5,1,4,peak,3,California,Hispanic,5,99,98,89.28,1,0,yes,no,0,medium
ID-3100,Male,18,Rural,greater than 3,Together,primary (4th grade),secondary,at_home,at_home,other,3,3,1,yes,no,yes,no,yes,no,no,3,5,1,fair,90,Florida,Asian,9,55,7,72.98,2,0,yes,yes,0,low
ID-4961,Male,18,Rural,greater than 3,Together,none,higher education,at_home,at_home,mother,2,1,4,no,yes,yes,yes,no,no,no,4,4,5,good,55,Florida,African American,57,19,55,88.55,2,1,no,yes,4,high
ID-3285,Male,17,Rural,greater than 3,Apart,secondary,primary (5th-9th grade),teacher,other,father,2,1,4,no,yes,yes,yes,no,no,no,3,4,4,excellent,72,California,Asian,39,23,16,94.5,0,0,yes,yes,4,medium
ID-2960,Male,19,Rural,greater than 3,Apart,primary (4th grade),primary (5th-9th grade),health,health,other,3,2,2,yes,no,yes,yes,no,yes,no,4,4,4,fair,71,Florida,Asian,13,78,55,86.47,0,0,yes,no,0,high
ID-3038,Male,17,Rural,greater than 3,Together,secondary,none,other,teacher,father,4,2,3,yes,yes,no,yes,no,no,no,2,1,4,good,77,California,Asian,22,39,74,80.28,0,0,yes,yes,4,medium
ID-4862,Male,19,Rural,greater than 3,Apart,primary (5th-9th grade),primary (5th-9th grade),health,other,father,1,4,2,no,no,yes,yes,no,yes,yes,5,4,3,fair,52,Texas,White,70,57,88,76.41,0,1,no,no,3,medium
ID-2957,Male,19,Rural,greater than 3,Together,higher education,secondary,health,services,father,3,3,4,no,no,no,yes,no,yes,yes,4,4,3,peak,52,Florida,Hispanic,87,22,52,92.52,0,1,no,no,3,high
ID-3089,Male,17,Rural,greater than 3,Apart,primary (5th-9th grade),secondary,teacher,at_home,mother,1,1,4,no,yes,yes,no,no,no,no,1,5,1,good,17,Florida,Hispanic,14,40,10,81.98,3,1,no,no,0,high
ID-4171,Male,15,Rural,greater than 3,Together,higher education,primary (5th-9th grade),teacher,other,mother,1,2,1,yes,yes,yes,no,no,no,yes,3,2,3,good,26,Texas,Other,86,58,84,94.96,2,0,no,no,1,high
ID-1283,Male,18,Rural,greater than 3,Together,primary (4th grade),primary (5th-9th grade),other,other,father,2,4,4,yes,yes,yes,yes,yes,no,no,1,3,3,peak,29,California,Asian,4,13,25,92.93,0,1,no,yes,3,low
ID-1722,Male,19,Rural,greater than 3,Together,secondary,primary (4th grade),services,other,mother,1,4,4,yes,yes,no,yes,yes,yes,yes,3,5,2,excellent,39,California,Asian,40,42,55,92.57,0,1,yes,no,3,high
ID-4360,Male,19,Rural,greater than 3,Apart,primary (5th-9th grade),higher education,other,services,mother,4,1,1,no,yes,no,no,yes,yes,yes,5,3,5,good,13,Texas,African American,19,10,95,93.82,3,0,no,yes,0,high
ID-3452,Male,15,Rural,greater than 3,Apart,none,primary (4th grade),other,teacher,other,2,4,4,no,no,yes,no,no,yes,yes,3,4,5,fair,46,California,White,51,85,80,86.67,3,0,no,no,3,low
ID-2076,Male,16,Rural,greater than 3,Together,primary (4th grade),primary (5th-9th grade),services,services,other,3,3,4,no,yes,no,yes,no,yes,yes,2,3,3,peak,56,Texas,Asian,9,98,95,93.39,0,0,no,no,3,medium
ID-793,Male,15,Rural,greater than 3,Together,none,primary (4th grade),health,other,father,1,1,1,no,yes,no,yes,no,yes,no,3,5,2,peak,25,Texas,White,86,30,73,96.36,3,1,no,yes,0,low
ID-4452,Male,15,Rural,greater than 3,Together,primary (4th grade),secondary,teacher,services,mother,2,1,2,yes,yes,no,yes,no,no,yes,1,1,5,peak,69,Florida,Other,26,16,82,79.03,3,1,no,yes,3,medium
ID-524,Male,19,Rural,greater than 3,Apart,none,higher education,other,other,other,4,4,3,no,no,no,no,yes,no,no,5,1,5,fair,83,California,White,50,81,5,77.55,2,1,yes,no,0,medium
ID-4635,Male,18,Rural,greater than 3,Together,higher education,higher education,at_home,teacher,father,1,2,1,yes,no,yes,yes,no,yes,yes,4,5,3,poor,59,Texas,Hispanic,59,52,72,83.76,1,0,no,no,1,high
ID-502,Male,15,Rural,greater than 3,Together,secondary,secondary,health,other,father,1,3,2,no,yes,yes,no,no,yes,yes,3,4,3,peak,42,Florida,White,94,45,12,86.58,0,0,no,yes,4,high
ID-2374,Male,16,Rural,greater than 3,Together,none,primary (5th-9th grade),teacher,teacher,other,1,2,2,no,no,no,no,yes,no,no,5,1,3,good,78,Florida,Asian,5,77,78,70.84,2,0,no,no,0,low
ID-974,Male,17,Rural,greater than 3,Together,higher education,primary (5th-9th grade),at_home,teacher,mother,3,4,4,yes,no,no,yes,no,yes,yes,4,1,4,fair,28,Texas,Asian,76,24,91,75.45,1,1,no,yes,3,high
ID-2490,Male,15,Rural,greater than 3,Apart,secondary,primary (4th grade),at_home,health,mother,4,2,1,no,no,yes,yes,no,no,yes,3,2,5,good,8,Florida,Asian,27,24,64,70.67,2,0,yes,no,2,medium
ID-4915,Male,15,Rural,greater than 3,Apart,primary (5th-9th grade),primary (4th grade),teacher,at_home,other,1,4,1,yes,yes,yes,yes,no,yes,no,2,2,3,excellent,87,Florida,Asian,15,54,72,86.85,1,1,no,yes,4,low
ID-1366,Male,16,Rural,greater than 3,Together,primary (4th grade),higher education,services,health,mother,3,2,4,no,yes,no,no,no,no,yes,3,3,5,good,91,Texas,White,16,21,61,93.13,3,1,no,yes,1,high
ID-3867,Male,18,Rural,greater than 3,Apart,primary (5th-9th grade),none,teacher,teacher,mother,4,4,3,no,yes,no,yes,yes,no,yes,4,1,3,peak,82,California,Asian,45,89,51,94.79,2,1,yes,no,4,medium
ID-433,Male,15,Rural,greater than 3,Together,none,primary (5th-9th grade),at_home,at_home,other,2,1,4,no,yes,no,yes,yes,yes,no,2,2,4,excellent,28,California,Hispanic,94,41,49,86.75,0,0,no,yes,0,low
ID-1100,Male,15,Rural,greater than 3,Apart,higher education,primary (4th grade),at_home,other,father,4,3,3,yes,no,yes,yes,yes,yes,yes,4,3,1,poor,19,Florida,African American,9,11,78,71.23,3,0,yes,no,3,medium
ID-3113,Male,18,Rural,greater than 3,Together,none,secondary,services,health,father,4,1,2,no,no,yes,yes,yes,yes,no,1,2,5,excellent,50,Florida,Asian,30,54,25,87.72,3,0,no,no,3,high
ID-4816,Male,16,Rural,greater than 3,Apart,primary (4th grade),primary (4th grade),at_home,other,mother,1,3,1,no,no,yes,no,yes,yes,no,3,1,4,poor,14,Texas,Other,58,42,24,81.98,1,1,no,no,1,medium
ID-4247,Male,15,Rural,greater than 3,Together,none,higher education,at_home,health,father,4,3,1,no,no,yes,no,yes,no,no,1,1,5,fair,50,Texas,African American,38,95,73,95.46,2,0,yes,no,4,low
ID-937,Male,18,Rural,greater than 3,Together,none,primary (4th grade),services,teacher,father,1,1,4,yes,yes,yes,yes,yes,yes,yes,2,2,3,poor,58,Texas,White,5,37,31,82.2,1,1,yes,no,1,medium
ID-4688,Male,15,Rural,greater than 3,Apart,primary (4th grade),higher education,services,services,other,1,1,1,no,no,no,yes,no,no,no,2,1,4,peak,19,Texas,Hispanic,83,4,36,91.55,0,0,yes,yes,0,medium
ID-3705,Male,17,Rural,greater than 3,Together,primary (4th grade),none,services,health,other,4,3,2,no,yes,yes,no,yes,yes,yes,1,1,1,fair,27,California,Hispanic,48,53,97,75.84,0,0,yes,no,4,high
ID-4280,Male,19,Rural,greater than 3,Together,primary (4th grade),secondary,health,at_home,other,1,2,2,no,yes,no,no,no,yes,yes,4,4,2,poor,5,Florida,Other,20,16,46,97.7,3,0,yes,no,3,high
ID-3558,Male,17,Rural,greater than 3,Apart,primary (5th-9th grade),secondary,health,teacher,father,1,4,2,yes,yes,yes,no,yes,yes,no,2,3,4,excellent,68,Texas,Asian,15,84,44,78.86,2,0,yes,no,1,medium
ID-221,Male,15,Rural,greater than 3,Apart,primary (4th grade),primary (5th-9th grade),at_home,other,mother,2,3,2,no,no,yes,no,no,yes,yes,3,2,3,excellent,70,California,Other,24,16,60,70.17,3,1,no,no,4,medium
ID-1494,Male,16,Rural,greater than 3,Apart,higher education,primary (4th grade),services,at_home,mother,2,2,1,no,no,no,yes,yes,no,no,5,3,5,poor,23,Florida,Asian,38,31,70,72.45,0,1,no,yes,2,low
ID-2978,Male,19,Rural,greater than 3,Together,primary (4th grade),primary (4th grade),health,teacher,mother,3,4,2,no,yes,no,no,no,no,no,1,2,4,excellent,28,California,Asian,35,61,92,76.88,2,1,no,yes,0,low
ID-3371,Male,17,Rural,greater than 3,Apart,higher education,none,at_home,teacher,mother,1,3,4,no,no,yes,yes,yes,no,yes,3,4,5,fair,77,Texas,Hispanic,33,33,54,74.96,0,1,no,yes,4,low
ID-3199,Male,18,Rural,greater than 3,Apart,primary (5th-9th grade),primary (4th grade),services,teacher,mother,3,1,4,no,no,yes,no,yes,no,no,3,1,4,peak,81,California,Hispanic,71,58,32,75.71,2,1,no,no,0,low
ID-3082,Male,16,Rural,greater than 3,Apart,secondary,higher education,at_home,at_home,other,3,1,4,no,yes,no,no,no,no,no,1,3,2,poor,47,Texas,Asian,13,68,100,87.38,3,1,no,yes,3,medium
ID-446,Male,17,Rural,greater than 3,Together,higher education,primary (5th-9th grade),health,teacher,mother,4,2,1,no,yes,yes,yes,yes,yes,no,2,2,3,excellent,21,California,Hispanic,56,89,36,84.2,3,1,no,yes,2,medium
ID-2027,Male,18,Rural,greater than 3,Together,none,none,teacher,teacher,father,4,2,3,yes,yes,yes,no,yes,yes,no,2,4,5,poor,29,Texas,Hispanic,48,3,86,91.36,0,1,yes,yes,1,low
ID-2382,Male,15,Rural,greater than 3,Apart,none,secondary,health,health,other,4,2,4,yes,yes,yes,yes,yes,yes,no,1,3,4,excellent,41,California,Hispanic,86,83,93,93.71,3,1,no,yes,3,low
ID-57,Male,18,Rural,greater than 3,Together,higher education,higher education,teacher,teacher,father,3,1,1,yes,no,yes,no,no,yes,yes,5,2,3,poor,14,Texas,Asian,75,94,62,85.5,3,0,yes,yes,1,low
ID-915,Male,17,Rural,greater than 3,Apart,primary (4th grade),secondary,health,at_home,father,3,4,1,no,yes,no,yes,yes,yes,yes,1,5,3,peak,42,Texas,Asian,83,71,86,87.79,3,0,no,no,0,high
ID-2407,Male,17,Rural,greater than 3,Apart,secondary,primary (5th-9th grade),other,at_home,father,4,1,2,yes,yes,no,no,no,no,no,1,3,4,peak,19,California,African American,59,69,19,93.27,1,0,yes,no,3,high
ID-1072,Male,15,Rural,greater than 3,Together,higher education,none,services,health,mother,3,2,1,yes,no,yes,no,no,no,no,2,5,5,peak,56,California,Hispanic,87,80,16,72.7,1,1,no,no,0,high
ID-3528,Male,18,Rural,greater than 3,Apart,primary (5th-9th grade),higher education,other,at_home,father,1,2,4,no,no,yes,yes,no,yes,yes,2,4,1,poor,27,California,Asian,76,88,38,83.02,0,1,no,no,0,medium
ID-2920,Male,18,Rural,greater than 3,Together,none,primary (4th grade),services,teacher,mother,1,4,1,no,yes,no,no,yes,yes,yes,1,3,1,fair,70,Texas,Hispanic,32,3,16,85.85,3,0,yes,yes,4,high
ID-1444,Male,15,Rural,greater than 3,Apart,primary (4th grade),primary (5th-9th grade),services,teacher,mother,4,2,4,yes,no,yes,no,no,no,yes,1,2,3,excellent,13,Florida,African American,33,13,53,87.94,3,1,yes,no,4,high
ID-1860,Male,18,Rural,greater than 3,Together,secondary,primary (5th-9th grade),at_home,services,father,2,4,1,no,no,no,no,yes,yes,yes,3,1,3,peak,39,Texas,African American,31,80,0,86.27,1,1,no,no,3,low
ID-532,Male,15,Rural,greater than 3,Apart,primary (4th grade),higher education,other,at_home,mother,3,1,2,yes,no,yes,no,yes,yes,yes,4,5,3,good,16,California,White,54,59,92,80.52,1,0,no,no,1,high
ID-3902,Male,16,Rural,greater than 3,Together,primary (4th grade),higher education,services,at_home,mother,1,3,4,no,yes,yes,yes,yes,yes,no,2,3,4,good,57,Florida,Asian,28,78,25,78.63,2,0,yes,no,1,medium
ID-4870,Male,17,Rural,greater than 3,Together,higher education,higher education,at_home,services,other,3,1,4,yes,no,no,yes,no,yes,yes,4,2,1,poor,69,Florida,African American,26,88,1,83.22,3,1,yes,no,1,high
ID-1992,Male,16,Rural,greater than 3,Together,primary (5th-9th grade),primary (5th-9th grade),health,at_home,other,3,3,4,yes,no,yes,yes,yes,yes,no,2,4,5,fair,60,Texas,Asian,76,50,44,72,0,1,no,no,2,low
ID-113,Male,19,Rural,greater than 3,Together,secondary,higher education,teacher,services,other,1,4,1,no,yes,no,yes,yes,no,no,5,2,2,peak,81,Texas,Asian,85,12,50,84.13,0,1,no,yes,2,high
ID-1188,Male,19,Rural,greater than 3,Together,higher education,primary (4th grade),health,services,father,2,4,3,no,no,no,no,no,yes,no,2,4,1,good,23,California,Hispanic,70,98,98,98.97,2,0,yes,no,2,low
ID-4786,Male,19,Rural,greater than 3,Apart,secondary,none,other,at_home,mother,2,2,4,no,no,no,no,no,no,yes,5,3,4,good,93,Florida,Asian,70,73,11,71.62,1,0,no,yes,2,low
ID-1013,Male,15,Rural,greater than 3,Apart,secondary,higher education,teacher,health,other,3,1,4,no,no,no,yes,yes,no,no,4,2,1,peak,9,California,Hispanic,92,29,9,74.59,1,1,yes,yes,1,low
ID-3751,Male,18,Rural,greater than 3,Together,none,primary (4th grade),other,at_home,father,4,3,1,no,no,yes,no,yes,no,no,1,2,3,fair,65,Florida,Hispanic,13,81,12,88.91,2,0,no,yes,0,low
ID-2251,Male,16,Rural,greater than 3,Together,primary (5th-9th grade),secondary,health,services,mother,4,3,4,yes,yes,no,yes,yes,yes,no,2,5,5,peak,54,California,Hispanic,1,66,38,91.22,2,1,yes,no,4,high
ID-4380,Male,16,Rural,greater than 3,Apart,higher education,primary (4th grade),teacher,health,mother,3,3,4,yes,no,yes,yes,yes,no,yes,4,4,1,fair,64,Texas,Other,6,17,24,84.26,1,1,yes,no,1,medium
ID-4220,Male,16,Rural,greater than 3,Together,secondary,secondary,teacher,at_home,father,2,3,4,yes,yes,no,yes,yes,yes,yes,3,4,1,fair,80,California,Asian,80,20,36,97.5,0,0,no,no,4,low
ID-1720,Male,16,Rural,greater than 3,Together,secondary,none,other,other,father,2,2,4,yes,no,yes,yes,no,no,yes,5,1,3,excellent,21,Texas,African American,32,88,53,84.45,2,1,no,yes,1,low
ID-4824,Male,19,Rural,greater than 3,Apart,secondary,none,at_home,at_home,father,3,2,1,no,no,yes,yes,yes,yes,yes,4,4,1,poor,89,Florida,Asian,21,43,55,73.28,3,0,no,yes,0,high
ID-3208,Male,16,Rural,greater than 3,Apart,primary (5th-9th grade),primary (5th-9th grade),health,services,other,1,1,4,yes,no,yes,yes,no,no,yes,2,3,5,poor,73,Florida,White,13,56,63,84.37,0,1,yes,yes,1,high
ID-4779,Male,18,Rural,greater than 3,Together,secondary,primary (5th-9th grade),at_home,services,father,4,1,2,yes,yes,no,no,no,no,yes,4,5,3,fair,21,California,Asian,53,55,69,85.44,1,1,yes,no,4,medium
ID-2493,Male,19,Rural,greater than 3,Together,none,secondary,teacher,services,mother,4,4,1,no,no,no,no,no,yes,yes,5,2,2,peak,51,Florida,Other,0,46,63,82.86,1,0,yes,no,1,low
ID-2988,Male,16,Rural,greater than 3,Apart,secondary,primary (4th grade),other,other,other,4,4,4,no,no,yes,no,no,no,yes,3,3,3,good,47,California,White,71,6,26,97.44,2,1,no,no,2,medium
ID-2824,Male,15,Rural,greater than 3,Apart,higher education,secondary,teacher,health,father,1,4,4,no,yes,no,yes,yes,no,yes,2,1,3,excellent,21,California,White,40,94,77,84.38,1,0,yes,yes,3,medium
ID-1054,Male,17,Rural,greater than 3,Apart,primary (5th-9th grade),primary (5th-9th grade),health,teacher,mother,2,2,3,no,no,no,yes,yes,yes,no,2,5,3,poor,48,Texas,Hispanic,7,98,53,90.77,0,1,yes,yes,3,high
ID-4549,Male,17,Rural,greater than 3,Together,none,primary (5th-9th grade),teacher,at_home,mother,1,3,4,no,no,yes,no,no,yes,no,2,2,1,excellent,91,California,African American,28,68,26,85.26,2,0,no,yes,1,high
ID-751,Male,17,Rural,greater than 3,Together,primary (4th grade),primary (5th-9th grade),services,services,other,4,4,4,no,yes,no,yes,yes,yes,yes,4,3,3,excellent,1,Texas,White,80,72,85,91.8,2,1,no,yes,1,low
ID-1225,Male,19,Rural,greater than 3,Apart,higher education,higher education,teacher,teacher,other,2,3,4,yes,no,yes,no,yes,yes,yes,3,1,2,excellent,41,Texas,Other,90,64,99,73.27,1,1,no,no,1,low
ID-43,Male,16,Rural,greater than 3,Apart,secondary,none,teacher,other,other,4,2,3,no,yes,yes,yes,no,no,no,5,2,4,good,67,Texas,African American,44,18,6,98.35,0,0,yes,no,3,low
ID-2975,Male,19,Rural,greater than 3,Together,higher education,primary (4th grade),services,at_home,mother,4,1,1,no,no,yes,no,no,yes,yes,5,5,1,excellent,14,California,Asian,7,40,44,88.35,1,1,yes,no,4,medium
ID-3247,Male,18,Rural,greater than 3,Together,none,none,at_home,at_home,other,1,4,1,yes,yes,yes,yes,no,no,no,3,3,5,fair,46,Texas,Other,5,95,69,79.23,0,1,no,yes,2,low
ID-3945,Male,15,Rural,greater than 3,Together,primary (4th grade),primary (4th grade),teacher,teacher,father,4,4,4,no,no,yes,yes,no,yes,yes,3,5,2,good,85,Florida,African American,50,65,30,77,0,0,yes,no,2,medium
ID-3466,Male,15,Rural,greater than 3,Apart,primary (5th-9th grade),higher education,services,at_home,other,3,1,1,yes,yes,no,yes,no,yes,no,4,2,5,poor,0,Florida,Other,93,81,80,92.13,2,0,yes,no,1,medium
ID-1658,Male,17,Rural,greater than 3,Apart,none,higher education,services,at_home,father,1,3,4,no,no,no,yes,yes,yes,no,1,3,5,fair,51,Florida,White,22,16,70,78.02,3,1,yes,no,3,low
ID-4536,Male,17,Rural,greater than 3,Apart,higher education,primary (4th grade),other,health,other,4,1,2,no,no,yes,no,no,no,yes,2,2,4,excellent,89,California,Hispanic,78,57,12,83.47,1,1,yes,no,4,medium
ID-2239,Male,17,Rural,greater than 3,Apart,none,secondary,teacher,at_home,mother,3,4,2,yes,yes,yes,yes,yes,yes,yes,4,1,3,poor,75,Florida,Hispanic,59,98,21,88.5,1,0,no,yes,3,low
ID-934,Male,16,Rural,greater than 3,Apart,primary (5th-9th grade),primary (4th grade),health,health,mother,4,1,1,yes,no,yes,no,yes,no,no,5,1,5,fair,40,Texas,African American,40,67,14,95.73,2,0,no,no,2,high
ID-4819,Male,18,Rural,greater than 3,Apart,primary (4th grade),none,other,health,father,1,3,1,no,yes,no,yes,yes,no,no,5,4,1,peak,23,Florida,Hispanic,13,46,42,94.88,1,1,no,yes,2,medium
ID-657,Male,18,Rural,greater than 3,Apart,secondary,primary (5th-9th grade),services,teacher,father,2,4,2,no,yes,yes,yes,yes,no,no,5,4,4,poor,63,Florida,White,26,64,94,90.01,0,1,no,no,0,medium
ID-1175,Male,18,Rural,greater than 3,Apart,secondary,primary (4th grade),teacher,teacher,mother,3,1,3,no,no,yes,yes,yes,no,no,3,4,2,poor,61,Texas,Other,66,13,74,77.95,0,0,no,yes,3,low
ID-1633,Male,18,Rural,greater than 3,Apart,primary (4th grade),higher education,services,at_home,mother,4,1,1,no,yes,yes,no,yes,yes,no,1,2,5,peak,63,California,Hispanic,11,76,84,74.86,1,0,no,yes,3,low
ID-3170,Male,17,Rural,greater than 3,Together,none,secondary,services,other,other,3,2,4,yes,no,yes,no,no,yes,no,4,3,1,excellent,1,Florida,White,66,15,0,86.36,2,0,yes,no,2,high
ID-4686,Male,15,Rural,greater than 3,Together,primary (4th grade),primary (5th-9th grade),at_home,other,father,3,2,2,no,yes,no,no,yes,yes,yes,1,3,3,poor,19,Texas,Other,39,32,42,96.45,0,1,no,no,1,low
ID-2807,Male,17,Rural,greater than 3,Apart,primary (5th-9th grade),primary (5th-9th grade),teacher,teacher,other,1,4,4,yes,no,yes,no,no,yes,yes,3,3,2,poor,53,California,White,64,98,86,82.25,1,1,yes,no,3,medium
ID-4856,Male,18,Rural,greater than 3,Apart,primary (4th grade),primary (4th grade),health,services,mother,1,2,2,yes,no,yes,no,no,yes,no,1,3,3,fair,18,Texas,African American,16,4,62,92.11,1,1,yes,no,1,high
ID-874,Male,17,Rural,greater than 3,Together,primary (5th-9th grade),higher education,other,health,father,1,1,4,no,no,yes,no,yes,yes,yes,4,1,4,fair,24,California,Other,17,55,28,94.96,0,0,yes,yes,0,high
ID-107,Male,18,Rural,greater than 3,Together,secondary,secondary,services,services,other,2,3,2,no,no,no,yes,yes,no,no,4,5,3,good,0,California,Other,9,36,64,77.88,0,1,no,no,2,medium
ID-171,Male,19,Rural,greater than 3,Apart,primary (5th-9th grade),higher education,at_home,teacher,mother,2,3,3,no,no,yes,no,yes,yes,yes,5,2,4,fair,57,California,White,58,11,91,98.93,1,1,yes,no,3,high
ID-2850,Male,15,Rural,greater than 3,Apart,none,primary (4th grade),other,other,mother,1,1,2,yes,no,no,yes,no,no,yes,1,1,5,good,2,California,Hispanic,11,72,38,77.65,0,1,yes,no,1,high
ID-3532,Male,19,Rural,greater than 3,Apart,none,higher education,other,teacher,father,1,1,4,no,yes,yes,yes,yes,no,yes,5,4,3,fair,35,Texas,African American,16,64,7,87.68,3,1,no,no,3,medium
ID-2075,Male,16,Rural,greater than 3,Together,none,secondary,teacher,services,father,1,4,4,yes,yes,no,no,no,no,no,5,5,2,peak,74,California,Hispanic,21,36,51,90.04,2,0,yes,no,2,low
ID-4899,Male,17,Rural,greater than 3,Apart,higher education,none,services,services,other,3,1,4,yes,no,yes,yes,yes,no,no,1,2,2,fair,18,Texas,Asian,13,81,34,86.59,0,0,yes,no,0,medium
ID-2294,Male,16,Rural,greater than 3,Apart,primary (5th-9th grade),none,services,teacher,mother,2,2,3,yes,yes,yes,no,yes,yes,no,3,4,2,fair,72,Texas,African American,40,64,48,88.65,2,1,no,no,0,medium
ID-758,Male,17,Rural,greater than 3,Apart,primary (4th grade),primary (4th grade),health,services,father,3,1,4,no,no,no,no,no,yes,yes,4,5,4,poor,40,Florida,African American,7,46,22,76.33,2,0,no,yes,4,medium
ID-595,Male,19,Rural,greater than 3,Together,primary (5th-9th grade),higher education,services,teacher,other,1,2,4,yes,no,no,no,no,yes,no,2,5,3,peak,56,California,White,16,6,81,74.33,0,0,yes,yes,2,medium
ID-3392,Male,18,Rural,greater than 3,Together,primary (5th-9th grade),primary (4th grade),at_home,at_home,father,4,4,1,no,yes,yes,no,no,yes,no,1,1,2,poor,93,California,White,78,22,51,70.46,2,0,yes,no,3,low
ID-4138,Male,18,Rural,greater than 3,Together,none,none,services,health,mother,1,4,4,yes,no,no,no,no,no,yes,4,2,5,good,17,California,African American,5,16,83,88.26,1,1,no,yes,0,low
ID-3773,Male,17,Rural,greater than 3,Together,primary (5th-9th grade),none,other,at_home,other,3,1,1,no,no,no,no,no,yes,no,3,5,5,poor,82,Florida,African American,70,41,7,97.72,1,0,yes,yes,3,high
ID-1654,Male,18,Rural,greater than 3,Apart,primary (4th grade),primary (4th grade),at_home,services,other,1,3,4,no,yes,no,no,yes,no,no,2,3,1,poor,19,Florida,Other,49,61,33,90.42,1,1,no,yes,2,medium
ID-2128,Male,19,Rural,greater than 3,Apart,secondary,secondary,teacher,services,other,1,2,4,no,no,yes,no,no,yes,yes,1,4,1,good,65,California,Hispanic,95,53,82,89.53,3,1,no,no,2,medium
ID-377,Male,18,Rural,greater than 3,Apart,primary (5th-9th grade),primary (5th-9th grade),other,health,father,4,2,2,yes,yes,yes,no,yes,yes,yes,3,5,1,good,74,Texas,White,42,43,80,85.98,1,1,yes,no,1,high
ID-808,Male,19,Rural,greater than 3,Apart,higher education,none,services,teacher,mother,3,3,1,yes,no,no,yes,no,yes,yes,4,3,2,fair,41,Florida,Other,8,48,55,88.54,1,0,yes,no,1,low
ID-4052,Male,16,Rural,greater than 3,Together,primary (5th-9th grade),higher education,services,teacher,mother,1,2,4,yes,no,yes,yes,yes,no,yes,5,5,4,poor,1,Texas,Asian,83,30,63,91.7,0,0,yes,yes,2,medium
ID-54,Male,19,Rural,greater than 3,Apart,primary (4th grade),none,teacher,services,father,3,3,4,no,yes,yes,yes,no,yes,yes,4,3,4,excellent,8,Florida,African American,41,42,90,74.54,1,1,no,no,1,medium
ID-2381,Male,15,Rural,greater than 3,Apart,none,secondary,teacher,health,father,2,3,4,yes,yes,yes,yes,yes,yes,no,4,2,5,poor,44,California,White,44,9,81,91.91,0,1,yes,no,0,medium
ID-4564,Male,15,Rural,greater than 3,Together,primary (4th grade),primary (5th-9th grade),other,teacher,father,2,3,4,no,yes,yes,yes,no,no,no,4,2,3,peak,70,Florida,African American,38,48,0,74.66,3,0,yes,yes,1,medium
ID-675,Male,15,Rural,greater than 3,Together,primary (4th grade),higher education,teacher,health,father,2,2,2,yes,no,no,no,yes,yes,yes,4,5,3,peak,3,California,Other,65,11,95,78.83,1,1,no,no,1,low
ID-4093,Male,17,Rural,greater than 3,Together,primary (5th-9th grade),primary (4th grade),teacher,services,mother,1,1,2,yes,no,no,no,yes,yes,no,5,2,4,fair,86,Florida,African American,63,36,83,80.18,3,1,no,no,0,high
ID-2825,Male,17,Rural,greater than 3,Apart,primary (5th-9th grade),secondary,services,services,father,4,3,1,yes,yes,no,no,yes,no,no,3,1,1,excellent,31,Texas,African American,81,32,67,78.57,1,1,yes,no,4,high
ID-293,Male,17,Rural,greater than 3,Apart,higher education,primary (4th grade),at_home,services,father,3,2,4,yes,yes,no,yes,yes,yes,no,3,1,3,excellent,18,California,Other,60,43,39,85.74,2,0,no,yes,0,medium
ID-2501,Male,19,Rural,greater than 3,Apart,secondary,secondary,other,teacher,father,2,4,1,no,yes,yes,no,no,yes,yes,4,4,5,fair,6,Florida,Hispanic,37,32,28,86.65,2,0,no,yes,3,medium
